text,toxic
Сіз 76-дағы неге екеніңізді білесіз бе?,1
"Айтыңызшы, сіз дамып жатырсыз ба, әлде не?",1
32192293 Украинадағы өмір - бұл шыдамдылық және жеуге арналған белгісіз әмбебап сайыс.,1
", бұл сіздің вишре болмасын, бұл Белгород ауылының кейбір короз айына екіден, тіпті масқарадан үш есе көп, ал тіпті үш есе көп, ал сізден үш есе көп, сіз отыруды жалғастыра бересіз",1
"Содан кейін, маған төлқұжатыңызды, дәлелдеріңізді немесе демацияның шоқтарын беріңіз.",1
айқайлауды ату,1
Сирияда соғыстан босатылды ма?,1
"Сіз күліп жүрсіз, және бізде күлкілі украиндар бар болған кезде не болады?",1
Неліктен қарапайым Хамло суретшісін шақырасыз?,1
Бұл сіз табиғатта соншалықты жаман емессіз.,1
"Олар оны жойғандықтан, бұл толық масқара.",1
Кобра тістерін шығарды деп сенемін.,0
"Жалпы, жер сен үшін тыныштықта демалып, ағайынды, мұндай кастер тәрбиесі бар адамдар осы планетада өмір сүреді.",1
Неге маған жауап бересің?,1
"Не, қыз, сіз көбірек модераторларды шақырудан қорқасыз ба?",1
"Сізде кішкене киска бар ма, әлде оны анадан жібере аласыз ба?",1
"Әрине, сектадан!",1
Google: 90-жылдардың басында ДК-де бум нәтижесінде қатты дискілердің дамуы жеделдетілді.,0
Сізде сөзде біртүрлі t хаты бар),0
Хахаха.,1
Сіз бұл GIF-ті барлық хабарламаларда спамға барасыз ба?,0
Churkobes-те өздігінен портреттерін қалай ұстауға деген сүйіспеншілік ...,1
Хомо қой автобусы әдетте қарапайым адамдардан гөрі мидың басқа құрылымы бар.,1
Сіздің жан тыныштығыңыз үшін.,0
Сіз кіммен сөйлесесіз?,1
"Қырымның Интернеттегі интернетте ешнәрсе шешілмейді, тек тағы бір диван, неге бұл?",0
Маған бұл маған не көрінеді?!,1
"Сізді әзіл-оспақ сезінеді, әрине ...",1
қалай тексеруге болады?,1
Парламент мүшесі?,0
Мен атеист пен армянмын.,1
"Әрине, сіз иттерді ұнатасыз, қарғыс айтыңыз.",1
"Сіз, фук, сілкіп, сілкіп жібермеймін, қызмет етіңіз немесе не?",1
"Себебі жақсы көңіл бөліп, сыйлықтың өзі емес.",1
"Жазбалар Ссаколовтың шынымен айтқанын, ал блокаданың ықпалын және Алекстің Боняны 1801 жылдан бастап ерітуге ниет білдірген жоқ, және Наполеон журналындағы мақалалар туралы сөз емес.",1
"Барлық мұсылмандар террористер емес, бірақ барлық террористер мұсылмандар (жақында болғанға дейін)",0
